date,spot,perp,basis_bps,pair
2023-02-20,0.39935,0.39944999999999997,2.504069112307224,ADAUSDT
2023-02-21,0.40365,0.40395000000000003,7.43218134522538,ADAUSDT
2023-02-22,0.39255,0.39255,0.0,ADAUSDT
2023-02-23,0.38885000000000003,0.38885000000000003,0.0,ADAUSDT
2023-02-24,0.38234999999999997,0.38215,-5.23080946776456,ADAUSDT
2023-02-25,0.36575,0.36555,-5.4682159945327,ADAUSDT
2023-02-26,0.36195,0.36175,-5.525625086337284,ADAUSDT
2023-02-27,0.36905,0.36875,-8.128979813032569,ADAUSDT
2023-02-28,0.36465000000000003,0.36455,-2.7423556835333742,ADAUSDT
2023-03-01,0.35175,0.35155000000000003,-5.685856432124463,ADAUSDT
2023-03-02,0.36005,0.35995,-2.777392028884571,ADAUSDT
2023-03-03,0.35045,0.35025,-5.706948209444371,ADAUSDT
2023-03-04,0.34305,0.34275,-8.745080891998905,ADAUSDT
2023-03-05,0.33655,0.33625,-8.913980092111796,ADAUSDT
2023-03-06,0.33694999999999997,0.33665,-8.903398130285412,ADAUSDT
2023-03-07,0.33055,0.33025,-9.075782786265995,ADAUSDT
2023-03-08,0.33055,0.33035000000000003,-6.050521857509543,ADAUSDT
2023-03-09,0.31745,0.31735,-3.1501023783269484,ADAUSDT
2023-03-10,0.31005,0.30974999999999997,-9.675858732463231,ADAUSDT
2023-03-11,0.31465,0.31465,0.0,ADAUSDT
2023-03-12,0.30465,0.30485,6.564910553094813,ADAUSDT
2023-03-13,0.33025,0.33055,9.084027252082437,ADAUSDT
2023-03-14,0.34355,0.34345000000000003,-2.910784456410682,ADAUSDT
2023-03-15,0.34305,0.34325,5.8300539279981916,ADAUSDT
2023-03-16,0.32395,0.32395,0.0,ADAUSDT
2023-03-17,0.32475,0.32455,-6.15858352578839,ADAUSDT
2023-03-18,0.34945,0.34945,0.0,ADAUSDT
2023-03-19,0.33685,0.33694999999999997,2.9686804215522935,ADAUSDT
2023-03-20,0.34485,0.34465,-5.799623024502769,ADAUSDT
2023-03-21,0.33185,0.33165,-6.026819346089437,ADAUSDT
2023-03-22,0.37035,0.37075,10.800594032672105,ADAUSDT
2023-03-23,0.35975,0.35965,-2.7797081306459757,ADAUSDT
2023-03-24,0.37165,0.37155,-2.6907036189960714,ADAUSDT
2023-03-25,0.35914999999999997,0.35905,-2.7843519420851734,ADAUSDT
2023-03-26,0.35105,0.35085,-5.697194131889417,ADAUSDT
2023-03-27,0.35575,0.35545,-8.432888264231131,ADAUSDT
2023-03-28,0.34555,0.34515,-11.575748806251235,ADAUSDT
2023-03-29,0.36805,0.36785,-5.4340442874603445,ADAUSDT
2023-03-30,0.38105,0.38095,-2.624327516073717,ADAUSDT
2023-03-31,0.37615,0.37585,-7.9755416722043595,ADAUSDT
2023-04-01,0.39885,0.39895,2.5072082236440894,ADAUSDT
2023-04-02,0.39205,0.39195,-2.5506950644047692,ADAUSDT
2023-04-03,0.38155,0.38125,-7.862665443585965,ADAUSDT
2023-04-04,0.38715,0.38705,-2.5829781738341464,ADAUSDT
2023-04-05,0.38945,0.38925,-5.135447425857838,ADAUSDT
2023-04-06,0.39235,0.39215,-5.097489486427373,ADAUSDT
2023-04-07,0.38295,0.38285,-2.6113069591327585,ADAUSDT
2023-04-08,0.38345,0.38315,-7.823705828661429,ADAUSDT
2023-04-09,0.38555,0.38515,-10.374789262093412,ADAUSDT
2023-04-10,0.38945,0.38915,-7.703171138786043,ADAUSDT
2023-04-11,0.39595,0.39705,27.781285515847703,ADAUSDT
2023-04-12,0.40155,0.40125,-7.471049682480948,ADAUSDT
2023-04-13,0.40505,0.40505,0.0,ADAUSDT
